stop_id,stop_name,stop_lat,stop_lon
141,Kendriya Terminal (Pt. Pant Marg),28.62155,77.20621667
142,Railway Road Bridge,28.610933000000003,77.2518
143,Sultan Puri Crossing,28.682317,77.068783
144,Shastri Park,28.6726,77.2571
145,Government Senior Secondary School,28.6317,77.2979
146,Chirag Dilli,28.5415,77.2296
147,PS Mayapuri,28.625217,77.119867
148,KharKhari Rondh,28.561696,76.941952
149,Shaheen Bagh Thokar No 8 (A F Enclave ),28.54925,77.303983
150,ITPO Gate No. 3,28.6155,77.24015
151,Shiv Enclave Dichau,28.623999,76.98455600000001
152,Dichau Chowk,28.6173,76.983867
153,Pandwala Village,28.5657,76.963135
154,Sadar Bazar,28.5954,77.1227
155,Model Town III,28.70593333,77.18525
156,Wood Market (Mansarovar Garden),28.638199,77.132423
157,Bharti Nagar,28.596683,77.228717
158,Sunehari Pulla Depot / Jawaharlal  Nehru Stadium Terminal,28.5901157,77.2334405
160,Mahipal Pur Village,28.54571,77.126809
161,Ravinder Rang Shala,28.640867,77.19493299999999
162,R K Puram Nab,28.56125,77.1763
163,Tikri Hospital,28.6869,76.9783
164,Rangpuri,28.542143,77.118347
166,Vishwa Vidyalaya Metro Station,28.695083,77.215367
168,Kapashera Border,28.5217,77.08211700000001
169,Sant Nagar A-1,28.7387,77.1975
170,D Block Janakpuri,28.60785,77.10395
171,B-Block Yamuna Vihar,28.703117,77.270033
172,APS School Dhaula Kuan,28.601533,77.168417
173,DDU Hospital,28.6282,77.111
174,Rani Khera Bus Stand,28.7031,77.0279
175,Rana Pratap Bagh,28.68826667,77.1937
176,Swaroop Nagar JJ Colony,28.7559,77.162867
177,HaujRani / MaxHospital,28.5283,77.212
178,Model Basti,28.6572,77.2038
179,More Lines,28.583167,77.116567
180,Kirari Railway Xing,28.686583,77.0625
181,Indian AirLine Colony/Priya Cinema,28.558583,77.158
182,South Extension,28.568367,77.22315
183,PitampuraMetro Stn (MadhuvanChowk),28.7029,77.1325
184,Ishwar Colony,28.794758,77.029958
185,SJ Hospital,28.569483,77.20451700000001
186,TV Tower (Power House),28.6997,77.1512
187,Shiv Mandir,28.689933,77.28395
188,Shastri Nagar E Block,28.6711,77.17605
189,DIPSAR College of Pharmacy,28.5161,77.2237
190,Tilak Nagar,28.6367,77.097
191,Gagan Vihar,28.6455,77.2979
192,Gole Market,28.6347,77.2037
193,Ranhola II,28.654617,77.03801700000001
194,Chandan Market Greater Kailash- II,28.531741,77.245673
195,Christian Kabristan,28.7307,77.1902
196,Seemapuri Old,28.681,77.3279
197,New Multan Nagar,28.67755,77.1116
198,Swarn Park,28.6824,77.0408
199,Dichau Kalan Depot,28.629012,76.99772800000001
200,Gazipur Village,28.63225,77.31568299999999
201,Shaheen Bagh Thokar No. 8 (AF Enclave),28.549117,77.303983
202,Garhi Maidu,28.6992,77.255533
203,Power House,28.673017,77.14725
204,East Azad Nagar,28.666167,77.283917
205,Bharti Nagar,28.5978,77.22846700000001
206,Pusa Road Petrol Pump Sadhu Vaswani Marg,28.644583,77.192833
208,Arjun Park,28.618,77.012067
209,Alaknanda Apartments,28.525582,77.253435
210,HaujRani / MaxHospital,28.5285,77.2119
211,Sukhbeer Nagar,28.727533,77.04895
212,CV Raman ITI,28.72095,77.20015
213,Rajdhani College / Raja Garden,28.654783,77.125417
214,RK Puram Sec-1,28.5642,77.1785
215,Shivaji Stadium Terminal,28.63275,77.215633
216,Maharana Pratap Chowk,28.588067,77.1509
217,Deenpur Village,28.5933,76.9918
218,Punjab Kesari (Subhash Palace Depot),28.696,77.1558
219,Gole Market,28.6352,77.2031
220,Ali Village,28.516117,77.29656700000001
221,Qamruddin Nagar Terminal,28.682022,77.054099
222,Janak Setu,28.6104,77.1138
223,Avantika Crossing,28.69875,77.0964
224,Modern School  Vasant Vihar F Block,28.559967,77.157317
225,TilangPur Kotla,28.649406,77.02723399999999
226,Krishna Colony,28.746817,77.087767
227,Delhi University,28.688417,77.214833
228,Mangolpur Kalan Village,28.69561667,77.10118333
229,Mangolpuri School,28.69465,77.105367
230,Sheikh Sarai More,28.5328,77.2306
231,C P J College,28.857652,77.09574599999999
232,Dwarka Sec 13-3 Xing,28.602567,77.040983
233,Nangloi Metro Station,28.682006,77.064933
234,Shri Krishna Gaushala,28.779314000000003,77.021694
235,Meenakshi Garden,28.639983,77.10435
236,Swarg Ashram,28.631,77.1149
237,Rithala Village,28.717233,77.1014
238,Garhi Gaon,28.5621,77.2512
239,CRPF Camp,28.645917,77.08448299999999
240,Nehru Place,28.5486,77.2492
241,Thimiyan Park,28.60265,77.133483
242,Shalimar Garden Crossing,28.6885,77.3303
243,Dichau Chowk,28.616915,76.98384300000001
244,Meghdoot Bhawan,28.644,77.200983
245,Yojana Vihar,28.65965,77.31518299999999
246,Pittam Pura R U-Block,28.7111,77.1371
247,Tagore Garden D Block,28.652783000000003,77.111967
248,Prince Apartment,28.63095,77.3008
249,Pusta No 5 Sonia Vihar,28.734583,77.246633
250,Burari Village,28.754,77.1988
251,Holy Family Hospital,28.561083,77.275417
252,Laxmi Narayan Temple,28.632285,77.19925699999999
253,Jhuljhuli Crossing,28.531783,76.9071
254,Novelty Cinema,28.6614,77.2211
255,Dharma Apartment,28.620183,77.2903
256,Vivek Vihar Terminal,28.667933,77.3145
257,Nazafgarh Dhansa More,28.612021,76.978565
258,Kakrola More,28.618905,77.029949
259,GTK Depot,28.731183,77.158617
260,Hasanpur Depot,28.635993,77.306815
261,Loha Mandi,28.640183,77.1455
262,Teen Murti,28.605717,77.199067
263,M Block Vikaspuri,28.6386,77.078
264,Ambedkar Nagar Terminal,28.515951,77.225536
265,Delite Cinema,28.6412,77.2352
266,Ishwar Nagar,28.5616,77.266217
267,Kirari Lal Mandir,28.698,77.05546700000001
268,Shivani Apartments/ Kunj Vihar Sector-12 Dwarka,28.594117,77.035617
269,Babarpur Extension,28.690727000000003,77.278602
270,Tughalqabad Village,28.509067,77.265117
271,Govind Puri Metro Station,28.545217,77.2641
272,Bhavishya Nidhi Enclave,28.5422,77.2097
273,PS Najafgarh,28.6096,76.9827
274,Dabri Crossing (Pankha Road),28.613374,77.087756
275,Patiala House,28.6164,77.2339
276,Desu Colony Janak Puri,28.609871,77.095047
277,Old Anaj Mandi,28.845696000000004,77.088817
279,Garrison Engg.,28.60536667,77.14743333
280,Rohini West Metro Station,28.715,77.115
281,PS Ranhola,28.65355,77.03541700000001
282,IGI Airport Terminal 2 (Air India Office),28.557092,77.091787
283,Gurudwara Vikaspuri,28.6385,77.0743
284,CRPF Jharoda,28.638831,76.960643
285,B2 Block Ashok Vihar Ph II,28.693274,77.177899
286,Mundhela Khurd School,28.616066,76.896431
287,Jwala Puri / Nangloi Depot,28.681417,77.0791
288,Seelampur Market,28.673567,77.269983
289,Bhartiya Sadhu Samaj,28.6038,77.184
290,GTB Hospital Xing,28.6893,77.3077
291,Swami Nagar,28.5423,77.2248
292,Madhu Vihar,28.599883,77.0614
293,East Vinod Nagar Depot,28.6219,77.300783
294,Kalawati Hospital,28.6381,77.2108
295,Rohini Depot - 3,28.6952,77.1094
296,Bharat Nagar,28.566738,77.269676
297,Red Fort,28.6577,77.2371
298,Goela Dairy Crossing,28.591193,76.993282
299,BSF Campus Chhawla,28.547717,77.009283
300,Janakpuri C-1,28.6182,77.077017
301,J L Nehru Stadium,28.5841,77.2301
302,Gurudwara Bangla Sahib,28.625333,77.209333
303,GSKV School No-1 B-Block,28.6247,77.0922
304,Dhansa Border,28.562483,76.842883
305,CGHS Dispensary,28.644633,77.20943299999999
306,Shalimar Bagh(Ring Road),28.70373333,77.16901667
307,JJ Colony Bawana Crpf Camp,28.806836,77.04800999999999
308,Indira Gandhi Stadium,28.6328,77.2472
309,Sainik Enclave/Vikas Nagar Nala Road,28.635083,77.02538299999999
310,C-3 Janakpuri,28.615417,77.09258299999999
311,Rang Puri Pahari,28.5379,77.1369
312,Saket Crossing,28.5179,77.21628299999999
314,BSF Campus Chhawla,28.5479,77.00915
315,M Block Greater Kailash- II,28.534913,77.243555
316,Ranhola Village,28.6561,77.04065
317,Lodhi Colony 18-Block,28.586733,77.22425
318,Burari Transport Authority,28.730567,77.19846700000001
319,Shri Ram College,28.6891,77.2068
320,Krishi Bhawan / Rail Bhawan Metro Station,28.614867,77.212383
321,Swaroop Nagar JJ Colony (GT Road),28.75813333,77.14808333
322,Bharthal Chowk (Bharthal Road),28.554056,77.05040699999999
323,East Vinod Nagar Depot,28.620079,77.30086999999999
324,Vayu Sena Bad (Tigri),28.5129,77.2385
325,Rithala Crossing,28.7116,77.1074
326,CGO Complex,28.588083,77.23366700000001
327,Dichau Kalan School,28.642699,76.986388
328,IA Block Ashok Vihar,28.68605,77.17043333
330,Rajouri Garden,28.648821,77.122615
331,Khalsa College,28.6947,77.2097
332,Modern School,28.6278,77.2285
333,Zunk Market,28.618117,77.112183
334,Tikri Piyau / Azad Hind Gram,28.686817,76.979933
335,Mahipal Pur Crossing,28.548083,77.12526700000001
336,Nehru Place Terminal,28.548512,77.25715699999999
337,Basai Darapur / Ramesh Nagar,28.653,77.1323
338,DTC Apartments,28.697529,77.134098
339,Panchsheel Club (Sarv Priya Vihar),28.54345,77.207483
340,Kalkaji Mandir (MaaAnandmayeeMarg),28.547767,77.262833
341,Talkatora Stadium Garden,28.621667,77.19453299999999
342,Okhla Extension (Abul Fazl Encalve),28.5469,77.3066
343,Kalkaji Mandir,28.55205,77.2645
344,Rajghat Gandhi Darshan,28.6389,77.2502
345,Kair Depot,28.618117,76.93078299999999
346,Nangloi JJ Colony,28.682267,77.05976700000001
347,Raj Ghat,28.6417,77.2471
348,Raja Puri,28.60428,77.05483000000001
349,Kotla Vihar Phase I,28.65105,77.0302
350,Maharaj Pur Check Post,28.643267,77.316583
352,Badli Telephone Exchange,28.74485,77.13265
353,Prehladpur Village,28.7512,77.080967
354,Hansraj College,28.679067,77.20818299999999
355,Dwarka Sec 13-3 Xing,28.602717,77.04115
356,Pandwala Khurd,28.562304,76.967114
357,Bharti Public College,28.62235,77.09365
358,Jaipur House,28.6089,77.2333
359,Dauralla Village,28.510833,76.895533
360,Yamuna Vihar Brijpuri,28.702633,77.2737
361,Power House,28.5058,77.3008
362,Chirag Delhi,28.540967,77.23208299999999
363,Maharishi Valmiki Hospital / Pooth Khurd,28.775033,77.04768299999999
364,Police Station Paharganj,28.646001,77.20809399999999
365,Gole Market (Bhai Veer Singh Marg),28.63225,77.205467
366,Jamiya Millia College,28.56115,77.280117
368,Thimiyan Park,28.602817,77.133517
369,Shahdara (Shyam Lal College),28.673070000000003,77.282696
370,Surya Nagar,28.66785,77.32135
371,Inderpuri A-Block,28.6287,77.1511
372,Ram Pura (Ashok Park),28.6714,77.157083
373,NHW-24 Xing (Gazipur Xing),28.630333,77.316283
374,Kiran Garden,28.62081,77.048338
375,T B Hospital,28.5283,77.1897
376,Shakurpur Shiv Mandir,28.680921,77.142863
377,Prithviraj Road Crossing,28.59745,77.220083
378,Shahdara Railway Bridge,28.6749,77.2898
379,Masjid Moth,28.54085,77.236067
380,Bapu Dham,28.5994,77.1758
382,Madan Pur Dabas,28.715933000000003,77.027883
383,RK Puram Sec-9,28.5713,77.1707
384,C R Park Market 2,28.537903000000004,77.252411
385,New Moti Bagh B Block,28.66365,77.140683
386,Tyag Raj Marg,28.6091,77.20298299999999
387,Delhi Gate (JLN Marg),28.64003333,77.23803333
388,Shakur Pur JJ Colony/ Britannia,28.684313,77.14563000000001
389,PNB Geetanjali,28.529313,77.2013
390,Wazirpur Depot Road No 41 (Subhash Place Market),28.6937,77.1512
391,Nehru Bus Stand Goyla Dairy,28.580514,77.01926800000001
392,RK Puram Sec-10,28.5702,77.173167
393,Shiv Murti,28.536033000000003,77.1119
394,Shivaji Stadium Terminal,28.633083000000003,77.21545
395,Bawana,28.800011,77.035613
396,Badarpur Border,28.4927,77.30381700000001
397,Tahir Pur,28.691367,77.324967
398,Sunder Nagri,28.6928,77.3162
399,Turkman Gate / G B Pant Hosipatal,28.6417,77.2333
400,Bara Bagh,28.7017,77.1828
401,Meet Nagar,28.70025,77.297667
402,ISIC Hospital (Verma farm),28.53395,77.1427
403,C-4 Keshav Puram,28.6904,77.154983
404,Bharat Nagar Xing,28.6809,77.1846
405,Old Delhi Railway Station (Fatehpuri),28.660295,77.224901
406,AIR Force Camp,28.5633,76.8719
407,Ghuman Hera School,28.537022,76.922455
408,DDA Kalkaji Extn,28.526817,77.2669
409,Harijan Basti,28.707367,77.040317
410,Shadipur Colony,28.6516,77.1561
411,Vijaya Laxmi Apartment,28.6289,77.309017
412,Radhu Palace,28.636483,77.285567
413,Gatta Factory Sonia Vihar,28.730183,77.24575
414,Rohini Sec-9 /7,28.7138,77.1172
415,Vikaspuri Xing,28.6276,77.0697
416,Pooth Kalan,28.71425,77.07706667
417,Karala Crossing,28.731617,77.03235
418,Baba Haridass Nagar,28.623725,76.970389
419,Prem Nagar,28.62211,77.056846
420,Saraswati Kunj,28.6239,77.3012
421,Bakkar Garh Xing,28.591717,76.885917
422,INMAS,28.703583,77.21991700000001
423,ISBT Sarai Kale Khan,28.588832,77.25879599999999
424,Hyatt Hotel,28.5702,77.1857
426,Subhadra Colony,28.671105,77.184219
427,Hassanpur Village,28.6363,77.3103
428,Nizamuddin Extension,28.589233,77.2463
429,Guru Ravi Das Ashram / Tughlaqabad Extension,28.51945,77.254483
430,Vayu Sena Bad (Tigri),28.5129,77.2389
431,Shahbad School,28.74568333,77.10735
432,Lodhi Colony,28.591683000000003,77.2235
433,Metal Forging,28.6298,77.1233
434,Kapashera Crossing,28.5313,77.08815
435,Officer Enclave S.P Marg,28.597,77.1713
436,Pittampura BU-Block,28.7164,77.1396
437,C1 Janak Puri,28.6178,77.0771
438,B Block Mangol Puri,28.689117,77.09555
439,Rohini Sec-16 Xing,28.7437,77.1216
440,Chand Cinema,28.612983000000003,77.3125
441,Police Post,28.577292,77.035195
442,St. Xavier School Shahbad,28.7456,77.10300000000001
443,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,28.59155,77.23311700000001
444,Raja Garden,28.650783,77.1262
445,Bharat Nagar,28.6806,77.1799
446,Shastri Park,28.6729,77.2553
447,Pal Colony,28.7235,77.1036
448,Dwarka Sec-6/7,28.59012,77.068955
449,Dichau Chowk,28.617384,76.983711
450,Mori Gate Terminal,28.665873,77.222024
451,FCI Ghevra,28.692392,76.9942
452,Bara Hindu Rao,28.66086667,77.20415
453,Samrat Enclave,28.68525,77.14105
454,Dhool Siras,28.552849,77.035179
455,Shastri Park,28.673083,77.25405
456,Ranhola II,28.654476000000003,77.03801700000001
457,South Patel Nagar (Metro Station),28.6454,77.1689
458,Vasant Lok,28.56035,77.164417
459,Maidan Garhi Crossing (SDM Court),28.519067,77.2088
460,Sant Nagar,28.552367,77.246167
461,Mangol Puri J Block,28.697888,77.083427
462,PS Mangol Puri,28.6965,77.091882
464,New Rajinder Nagar Post Office,28.636825,77.182967
465,Mangol Puri Y Block,28.70275,77.0881
466,Doulat Ram College,28.6882,77.2063
467,Kirari Gaon,28.693676,77.060986
468,Shahdara Border,28.6775,77.32300000000001
469,Keshav Nagar Mukti Ashram,28.779129,77.179635
470,Okhla Village (Temporary),28.562333,77.29185
471,Faiz Road,28.648227,77.198819
472,APS Colony/ Jharera Gaon,28.579433,77.145
473,Railway Colony (Sardar Paltel Marg),28.600683,77.17805
474,11 Murti,28.61105,77.1907
475,Chhajupur,28.6894,77.28699999999999
476,Kapashera Village Bijwasan Road,28.52773,77.076142
477,Zero Pusta,28.6778,77.256783
479,Madhuban Chowk Outer Ring Road,28.703000000000003,77.1298
480,Kohat Enclave Metro Station,28.69741667,77.1421
481,Punjabi Bagh Terminal,28.66735,77.13731700000001
482,R K Puram Sec-7,28.5706,77.1727
483,Surya Niketan,28.655733,77.310317
485,Darya Ganj,28.644033,77.24035
486,Exchange Store / Civil Lines Metro Station,28.676783,77.22483299999999
487,Mall Road,28.693617,77.2184
488,CRPF Camp / Crown Plaza,28.527867,77.27238299999999
489,Faiz Road,28.648267,77.199017
490,C Block Mangol Puri,28.692367,77.0906
491,Hiran Kudna Crossing,28.684683000000003,77.000967
492,Rani Bagh Railway Colony,28.6839,77.12795
493,Pandav Nagar,28.650051,77.153678
494,ISBT Kashmere Gate,28.666756,77.229348
495,Dariyapur Gaon,28.812783000000003,77.00915
496,East Patel Nagar,28.6404,77.1742
497,PS Tughlaq Road,28.599883,77.2112
498,Telephone Exchange Karol Bagh,28.64315,77.181917
499,KharKhari Rondh,28.56176,76.941887
500,Mohan Garden,28.620385,77.04079499999999
501,Mayur vihar Phase-III Crossing,28.601583,77.326033
502,Chandpur Xing,28.751340000000003,77.01449699999999
503,Chanchal Park,28.646333,77.02176700000001
504,Gurudwara Rakab Ganj,28.6185,77.206
505,Kidwai Nagar,28.5735,77.2095
506,Nangloi,28.681483,77.06735
507,Sunder Nagar,28.605117,77.24045
508,Lajwanti Garden,28.614,77.1062
509,Visram Chowk,28.70915,77.10558333
510,Dera Satguru Sewaram Sahai Sec 24/25,28.7297,77.09496700000001
511,Moti Nagar,28.658615,77.144108
512,Check Post,28.739367,77.24745
513,Nanak Piyau / DTC Colony,28.69105,77.19278333
514,Central School Lodhi Colony,28.5848,77.22815
515,Fire Station,28.605067,77.322683
516,Rajapuri,28.6738,77.0551
517,Raghubir Nagar N Block,28.65936667,77.11245
518,Ambedkar Nagar Terminal,28.515935,77.22660400000001
519,Chand Nagar,28.645206,77.099338
520,Pitampura JD Block,28.70185,77.13455
521,Rajeev Nagar,28.724983,77.058433
522,Dwarka Sec 13,28.605567,77.036383
523,Sarojini Nagar Depot,28.573304,77.190001
524,Nizamuddin Extension,28.589633000000003,77.2463
525,Mori Gate Terminal,28.667,77.2247
526,Pusa Quarters,28.630033,77.166983
527,Madhuvan Chowk,28.7046,77.13
528,R. K. Puram Sec-12,28.5757,77.1724
529,Le Meridian Hotel,28.619333,77.2176
530,RK Khanna Tennis Stadium,28.558333,77.187283
531,Shakarpur School Block,28.627433,77.27928299999999
532,Air Force Officers Flats Dhaula Kuan,28.600967,77.167867
533,Shakti Nagar Nangia Park,28.68035,77.19623299999999
534,Major Bhupinder Singh Nagar,28.6469,77.0848
535,Daulat Pur Crossing,28.543634,76.970812
536,Ram Pura (Ashok Park),28.67148,77.157173
537,Subroto Park (Arjun Path),28.574317,77.151517
538,Dhaula Kuan,28.60005,77.162017
539,Qutab Minar,28.5264,77.1861
540,Padhmini Enclave,28.5498,77.2038
541,Majnu Ka Teela Ring Road,28.69765,77.22740999999999
542,Gandhi Vihar,28.7223,77.2165
543,Andheria More / Chhatarpur Metro Station,28.509217,77.178967
544,Najafgarh Delhi Gate,28.6118,76.9856
545,Shri Krishna Gaushala,28.779613,77.02200500000001
546,Ajmeri Gate / Kamla Market,28.6448,77.223733
547,ESI Hospital,28.66605,77.310783
548,H-3 Vikas Puri,28.645922,77.079312
549,Ordinance Depot,28.6768,77.1148
550,Gurudwara Bangla Sahib,28.628133,77.2094
553,Saiyyad Nagar Dilshad Garden,28.682567,77.33155
554,Gujranwala Town,28.6996,77.1845
555,Sarita Vihar D Block / Madanpur Khadar Village,28.532267,77.29638299999999
556,Palam More,28.568033000000003,77.130033
557,DDA Market Kalkaji,28.530617,77.258533
558,Jahangirpuri B Block,28.7293,77.1662
559,Maharani Bagh / Ashram,28.576633,77.26445
560,Q-Block Mangolpuri,28.6877,77.0913
562,ARSD College (Dhaula Kuan),28.590383000000003,77.168467
563,Desu Colony,28.6111,77.0989
564,Fateh Nagar,28.6312,77.09885
565,ITO,28.6291,77.241517
566,Amrohi More,28.574817,77.0513
567,Mangolpur Police Lines,28.6945,77.1066
568,DDA Market Kalkaji,28.529982,77.25850600000001
569,Sapera Basti Crossing,28.6181,77.336267
570,Government Press,28.634617,77.12763299999999
571,Nizamuddin Railway Station,28.586433000000003,77.25305
572,Narain DharamKanta,28.670618,77.057884
573,Anand Parbat Industrial Area,28.6648,77.1754
575,Okhla Phase 1,28.520517,77.27726700000001
576,Bharat Nagar Crossing,28.5622,77.2723
577,Talkatora Stadium,28.6263,77.1965
578,Malka Ganj Terminal,28.677583,77.2078
579,Sadhna Enclave,28.542983000000003,77.216433
580,P S Pandav Nagar,28.6147,77.2903
581,Khichdipur,28.624633000000003,77.3095
582,Samalka Crossing,28.53795,77.09365
583,Bhikaji Cama Place,28.568,77.1896
584,Satyawati College,28.695345,77.179374
585,ITO,28.628183,77.24515
586,GTB Hospital,28.6843,77.311
587,West Enclave,28.6936,77.1023
588,Dev Nagar,28.6564,77.1881
589,Mayur Vihar Phase III A1 Block,28.608717,77.33715
590,Kendriya Terminal / Gurudwara Rakab Gunj,28.6212,77.2053
591,Bapa Nagar,28.6057,77.2351
592,Tara Apartments Terminal,28.523828,77.25506800000001
593,Sec A-9 and A-6 Narela,28.851771000000003,77.097849
594,CGO Complex,28.587033,77.2408
595,Ghevra Village,28.696417,76.997967
596,Janak Puri B-3,28.622917,77.09275
597,ShivRam Park,28.667651,77.055346
598,Peera Garhi Chowk,28.679533000000003,77.09575
599,Chauhan Patti (Terminal),28.754859000000003,77.243323
600,Lajpat Nagar Crossing,28.5643,77.2501
602,Shastri Park DMRC Depot,28.674167,77.243433
603,Nirman Bhawan,28.61035,77.217217
604,District Centre Outer Ring Road,28.6327,77.0811
605,Radheypuri,28.655,77.2919
606,Gazi Pur DDA Flats,28.6229,77.319767
